game_id,season,week,gameday,recorded,source,p_logistic,p_logistic_blitz,p_vegas
2026_16_TB_ATL,2026,16,2026-12-27,2026-09-21 18:18,live,0.5412087400031044,0.49776616338658836,
2026_16_TEN_LV,2026,16,2026-12-27,2026-09-21 18:18,live,0.7016265477796313,0.6829649735716038,
2026_16_WAS_MIN,2026,16,2026-12-27,2026-09-21 18:18,live,0.648453156464173,0.6982004822458764,
2026_16_NYG_DET,2026,16,2026-12-28,2026-09-21 18:18,live,0.6679790134298467,0.6280995260625565,
2026_17_BAL_CIN,2026,17,2026-12-31,2026-09-21 18:18,live,0.5402136424683249,0.5071874586410288,
2026_17_BUF_MIA,2026,17,2027-01-03,2026-09-21 18:18,live,0.3066686117268317,0.3090715783377394,
2026_17_DEN_NE,2026,17,2027-01-03,2026-09-21 18:18,live,0.5952622717548831,0.6037698520323856,
2026_17_DET_CHI,2026,17,2027-01-03,2026-09-21 18:18,live,0.541155218397715,0.5443728147445586,
2026_17_IND_CLE,2026,17,2027-01-03,2026-09-21 18:18,live,0.5246748309787694,0.5254014376896446,
2026_17_KC_LAC,2026,17,2027-01-03,2026-09-21 18:18,live,0.44607959867984603,0.4255406984408464,
2026_17_LA_TB,2026,17,2027-01-03,2026-09-21 18:18,live,0.4615701256917584,0.5184326073736133,
2026_17_LV_ARI,2026,17,2027-01-03,2026-09-21 18:18,live,0.525811524570797,0.5156839883050048,
2026_17_MIN_NYJ,2026,17,2027-01-03,2026-09-21 18:18,live,0.4286975574789522,0.3768351176942764,
2026_17_NO_ATL,2026,17,2027-01-03,2026-09-21 18:18,live,0.5681284044051756,0.5564318659716495,
2026_17_NYG_DAL,2026,17,2027-01-03,2026-09-21 18:18,live,0.6042216090848886,0.5641611491285855,
2026_17_PHI_SF,2026,17,2027-01-03,2026-09-21 18:18,live,0.626874736922047,0.5915994415608126,
2026_17_PIT_TEN,2026,17,2027-01-03,2026-09-21 18:18,live,0.36622783902763506,0.4174261525969664,
2026_17_SEA_CAR,2026,17,2027-01-03,2026-09-21 18:18,live,0.3601486277445215,0.3633552433860888,
2026_17_WAS_JAX,2026,17,2027-01-03,2026-09-21 18:18,live,0.6754313881890683,0.6761700168840811,
2026_17_HOU_GB,2026,17,2027-01-04,2026-09-21 18:18,live,0.5917231233137779,0.5821983181435747,
2026_18_ATL_CAR,2026,18,2027-01-10,2026-09-21 18:18,live,0.522899848063516,0.5743008453105146,
2026_18_CHI_MIN,2026,18,2027-01-10,2026-09-21 18:18,live,0.5937395114999988,0.6318862918222905,
2026_18_CLE_CIN,2026,18,2027-01-10,2026-09-21 18:18,live,0.7045078380104357,0.6654682358220025,
2026_18_DAL_WAS,2026,18,2027-01-10,2026-09-21 18:18,live,0.518278282343036,0.5196403810145798,
2026_18_DET_GB,2026,18,2027-01-10,2026-09-21 18:18,live,0.5354416630208679,0.5538144192385144,
2026_18_JAX_IND,2026,18,2027-01-10,2026-09-21 18:18,live,0.466049468944253,0.5009348890238297,
2026_18_LAC_DEN,2026,18,2027-01-10,2026-09-21 18:18,live,0.6473257564074035,0.6645143911180437,
2026_18_LV_KC,2026,18,2027-01-10,2026-09-21 18:18,live,0.7044239787137369,0.7047101815757916,
2026_18_MIA_NE,2026,18,2027-01-10,2026-09-21 18:18,live,0.7223316057280111,0.7079370710588379,
2026_18_NYJ_BUF,2026,18,2027-01-10,2026-09-21 18:18,live,0.8061544202705127,0.8277850108479974,
2026_18_PHI_NYG,2026,18,2027-01-10,2026-09-21 18:18,live,0.4380864204693987,0.4032357291485848,
2026_18_PIT_BAL,2026,18,2027-01-10,2026-09-21 18:18,live,0.633034073181997,0.6749951490414494,
2026_18_SEA_LA,2026,18,2027-01-10,2026-09-21 18:18,live,0.5118255409309016,0.46599950213527896,
2026_18_SF_ARI,2026,18,2027-01-10,2026-09-21 18:18,live,0.3113383512445383,0.3209635929514594,
2026_18_TB_NO,2026,18,2027-01-10,2026-09-21 18:18,live,0.5205370742240841,0.5011629351382907,
2026_18_TEN_HOU,2026,18,2027-01-10,2026-09-21 18:18,live,0.771680927186426,0.7630975843137207,
